"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","Group"
9196065,11058126,7000,7000,7000,"36 months",6.62,214.93,"A","A2","Sheeter Warehouse","10+ years","MORTGAGE",40500,"Source Verified","Dec-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=9196065",NA,"credit_card","In control","149xx","NY",24.21,0,"Mar-2001",0,NA,NA,15,0,5541,13.9,27,"w",2287.64,2287.64,5373.25,5373.25,4712.36,660.89,0,0,0,"Jan-2016",214.93,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,37451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39800,NA,NA,NA,"A"
27802028,30305141,9250,9250,9250,"36 months",14.99,320.61,"C","C5","Realtor","10+ years","RENT",70000,"Source Verified","Oct-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=27802028",NA,"credit_card","Credit card refinancing","220xx","VA",22.7,0,"Mar-2001",0,65,58,13,1,9400,63.5,40,"w",5889.98,5889.98,4851.76,4851.76,3360.02,1491.74,0,0,0,"Jan-2016",320.61,"Feb-2016","Jan-2016",0,71,1,"INDIVIDUAL",NA,NA,NA,0,0,33120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14800,NA,NA,NA,"A"
40949245,43824967,7200,7200,7200,"36 months",17.57,258.75,"D","D4","Designer","1 year","RENT",88000,"Source Verified","Feb-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=40949245",NA,"debt_consolidation","Debt consolidation","282xx","NC",23.11,0,"Jan-2004",4,63,NA,21,0,12174,36.9,34,"f",5384.31,5384.31,2839.22,2839.22,1815.69,1023.53,0,0,0,"Jan-2016",258.75,"Feb-2016","Jan-2016",0,63,1,"INDIVIDUAL",NA,NA,NA,0,0,215818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000,NA,NA,NA,"A"
56007625,59669346,18550,18550,18550,"36 months",8.18,582.84,"B","B1","Registered nurse","3 years","MORTGAGE",68000,"Not Verified","Aug-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=56007625",NA,"debt_consolidation","Debt consolidation","199xx","DE",31.8,0,"Jan-2001",0,NA,NA,18,0,8443,15.1,33,"f",16236.72,16236.72,2905.77,2905.77,2313.28,592.49,0,0,0,"Jan-2016",582.84,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,273220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55800,NA,NA,NA,"A"
56935379,60648139,13000,13000,13000,"36 months",5.32,391.5,"A","A1","Manager","10+ years","MORTGAGE",94000,"Source Verified","Aug-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=56935379",NA,"credit_card","Credit card refinancing","481xx","MI",12.38,0,"Jan-1993",0,31,NA,16,0,24905,23.5,32,"w",11315.8,11315.8,1953.66,1953.66,1684.2,269.46,0,0,0,"Jan-2016",391.5,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,164004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106100,NA,NA,NA,"A"
62187473,66384252,7600,7600,7600,"36 months",8.18,238.79,"B","B1","Security","4 years","RENT",40000,"Not Verified","Oct-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=62187473",NA,"credit_card","Credit card refinancing","331xx","FL",8.51,0,"Aug-2009",0,NA,NA,6,0,7562,34.1,6,"w",7035.22,7035.22,709.46,709.46,564.78,144.68,0,0,0,"Jan-2016",238.79,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,7562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22200,NA,NA,NA,"A"
20178048,22440844,10975,10975,10975,"36 months",11.67,362.8,"B","B4","Curator, McGurie Center","3 years","RENT",51000,"Source Verified","Jul-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=20178048",NA,"credit_card","Credit card refinancing","326xx","FL",12.66,1,"Feb-1994",0,23,NA,5,0,6948,89.1,14,"f",5964.26,5964.26,6530.4,6530.4,5010.74,1519.66,0,0,0,"Jan-2016",362.8,"Feb-2016","Jan-2016",0,23,1,"INDIVIDUAL",NA,NA,NA,0,0,24353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7800,NA,NA,NA,"A"
604912,776022,6500,6500,6496.80794446,"36 months",6.17,198.25,"A","A3","Lewis Property Management CO","4 years","MORTGAGE",48000,"Source Verified","Nov-2010","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=604912","Borrower added on 10/27/10 > Need to pay-off higher APR loan.<br/> Borrower added on 10/27/10 > I'm currently at 14.5%<br/>I pay my bills on time and have the funds to pay monthly.<br/>I have a steady job and I'm retired from the USAF.<br/>","debt_consolidation","Thank You","334xx","FL",7.47,0,"Aug-1980",2,79,NA,9,0,3143,5.1,22,"f",0,0,6843.81,6840.01,6500,343.81,0,0,0,"Nov-2011",4666.57,NA,"Jun-2014",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
58533358,62374105,6000,6000,6000,"36 months",10.99,196.41,"B","B4","Director of program management","10+ years","MORTGAGE",126000,"Source Verified","Aug-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=58533358",NA,"debt_consolidation","Debt consolidation","431xx","OH",6.98,0,"Aug-1990",1,45,57,13,2,4929,31.4,28,"w",5279.63,5279.63,978.39,978.39,720.37,258.02,0,0,0,"Jan-2016",196.41,"Feb-2016","Jan-2016",0,53,1,"INDIVIDUAL",NA,NA,NA,0,1523,156270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15700,NA,NA,NA,"A"
652594,834610,8400,8400,8400,"60 months",10.37,180.01,"B","B3","Milwaukee County Government","10+ years","RENT",31000,"Not Verified","Jan-2011","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=652594","Borrower added on 01/14/11 > This loan is to consolidate 2 credit cards and a loan that I do regret signing with a 35% interest rate and I would just like to combine all together and make one payment with a better interest rate. When I signed the loan at 35% I was told that, that is the going rate on personal loans for debt consolidation and I found out that is not true when I looked at the offers on lending club. I appreciate all the help that you can offer.<br/>","debt_consolidation","Peanut","532xx","WI",9.41,0,"Oct-2001",1,NA,NA,10,0,2269,17.1,13,"f",0,0,10629.3557277,10629.36,8400,2229.36,0,0,0,"Oct-2014",2730.01,NA,"Jun-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
44066849,47083624,25000,25000,25000,"36 months",15.61,874.12,"D","D1","RN","7 years","MORTGAGE",136000,"Source Verified","Apr-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=44066849",NA,"other","Other","913xx","CA",16.57,0,"Nov-2007",1,NA,NA,17,0,19774,36.1,21,"w",19794.78,19794.78,7845.4,7845.4,5205.22,2640.18,0,0,0,"Jan-2016",874.12,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,312150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54800,NA,NA,NA,"A"
38942161,41725873,35000,35000,35000,"36 months",9.49,1120.99,"B","B2","Firefighter","10+ years","RENT",150000,"Verified","Jan-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=38942161",NA,"debt_consolidation","Debt consolidation","934xx","CA",17.64,0,"Feb-1990",1,38,NA,8,0,23090,65.6,32,"f",24417.17,24417.17,13433.43,13433.43,10582.83,2850.6,0,0,0,"Jan-2016",1120.99,"Feb-2016","Jan-2016",0,38,1,"INDIVIDUAL",NA,NA,NA,0,0,91713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35200,NA,NA,NA,"A"
6414816,7946951,3000,3000,3000,"36 months",6.62,92.12,"A","A2","U.S. Governmenf","10+ years","MORTGAGE",60000,"Verified","Aug-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=6414816",NA,"debt_consolidation","Debt consolidation","238xx","VA",17.66,0,"Jan-1998",0,42,NA,12,0,2084,13.5,22,"f",0,0,3048.26,3048.26,3000,48.26,0,0,0,"Nov-2013",2865.34,NA,"Nov-2013",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,140442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15400,NA,NA,NA,"A"
65617953,70240791,15000,15000,15000,"36 months",13.18,506.72,"C","C3","President","10+ years","MORTGAGE",150000,"Verified","Dec-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=65617953",NA,"credit_card","Credit card refinancing","216xx","MD",3.55,0,"Aug-2004",0,NA,NA,7,0,8805,52.4,16,"w",14658.03,14658.03,495.74,495.74,341.97,153.77,0,0,0,"Jan-2016",506.72,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,356178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16800,NA,NA,NA,"A"
51816492,55246209,24000,24000,24000,"60 months",9.99,509.82,"B","B3","Sales","10+ years","MORTGAGE",86000,"Source Verified","Jun-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=51816492",NA,"debt_consolidation","Debt consolidation","325xx","FL",15.75,0,"Mar-1998",0,NA,NA,18,0,20987,39.8,24,"w",21774.9,21774.9,3542.1,3542.1,2225.1,1317,0,0,0,"Jan-2016",509.82,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,90217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52700,NA,NA,NA,"A"
43489983,46516730,11000,11000,11000,"36 months",10.99,360.08,"B","B4","Professor","2 years","RENT",60000,"Source Verified","Mar-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=43489983",NA,"credit_card","Credit card refinancing","371xx","TN",20.84,1,"Jun-2000",1,15,NA,9,0,12198,73,19,"w",8578.6,8578.6,3234,3234,2421.4,812.6,0,0,0,"Dec-2015",360.08,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,41450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16700,NA,NA,NA,"A"
6794967,7638207,20000,20000,19950,"60 months",9.71,422.1,"B","B1","Mt Carmel East Hospital","10+ years","OWN",96000,"Verified","Aug-2013","Late (31-120 days)","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=6794967","Borrower added on 08/19/13 > Debt consolidation.<br>","debt_consolidation","loan # 2","431xx","OH",18.33,0,"Jun-1987",0,NA,NA,23,0,18295,32.3,46,"f",12506.81,12475.54,10967.2,10939.79,7493.19,3474.01,0,0,0,"Nov-2015",422.1,"Jan-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,60954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88700,NA,NA,NA,"A"
42345315,45272112,8875,8875,8875,"36 months",18.25,321.97,"E","E1","Violation Tech","3 years","MORTGAGE",35000,"Not Verified","Mar-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=42345315",NA,"debt_consolidation","Debt consolidation","800xx","CO",18.45,1,"Aug-1986",1,3,NA,11,0,7464,54.9,13,"f",6871.73,6871.73,3230.24,3230.24,2003.27,1226.97,0,0,0,"Jan-2016",321.97,"Feb-2016","Jan-2016",0,19,1,"INDIVIDUAL",NA,NA,NA,0,0,279443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13600,NA,NA,NA,"A"
59532019,63465767,12000,12000,12000,"36 months",8.18,377.04,"B","B1","Branch Manager","3 years","MORTGAGE",165000,"Source Verified","Sep-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=59532019",NA,"debt_consolidation","Debt consolidation","774xx","TX",12.59,0,"Nov-1999",0,62,NA,15,0,42255,91.5,34,"f",10806.91,10806.91,1502.71,1502.71,1193.09,309.62,0,0,0,"Jan-2016",377.04,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,437409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46200,NA,NA,NA,"A"
13107597,15129764,8000,8000,8000,"36 months",9.67,256.9,"B","B1","Produce Clerk","7 years","RENT",31200,"Source Verified","Mar-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=13107597",NA,"credit_card","Credit card refinancing","442xx","OH",25.08,0,"Aug-2006",1,NA,NA,10,0,8171,54.8,15,"f",3616.02,3616.02,5394.9,5394.9,4383.98,1010.92,0,0,0,"Dec-2015",256.9,"Jan-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,23290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14900,NA,NA,NA,"A"
63249029,67600873,1600,1600,1600,"36 months",13.33,54.17,"C","C3","Parts Analyst II","10+ years","RENT",50000,"Verified","Oct-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=63249029",NA,"debt_consolidation","Debt consolidation","605xx","IL",11.31,0,"Sep-2007",0,NA,NA,7,0,7434,67,9,"w",1526.8,1526.8,107.16,107.16,73.2,33.96,0,0,0,"Dec-2015",54.17,"Jan-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,16610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11100,NA,NA,NA,"A"
7371829,9033750,17000,17000,16950,"36 months",9.99,548.47,"B","B1","United Airlines","10+ years","MORTGAGE",70000,"Verified","Sep-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=7371829",NA,"debt_consolidation","Debt Consolidation","770xx","TX",15.99,0,"May-2001",0,54,NA,7,0,16732,79.3,24,"f",0,0,18950.7415944,18895,17000,1950.74,0,0,0,"Mar-2015",10180.67,NA,"Mar-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,185505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21100,NA,NA,NA,"A"
12335467,14327625,10975,10975,10975,"36 months",13.65,373.24,"C","C1","department manager","10+ years","OWN",25000,"Not Verified","Mar-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=12335467",NA,"debt_consolidation","Debt consolidation","730xx","OK",18.8,0,"Mar-1993",2,NA,104,16,1,7093,20.5,23,"w",5120.23,5120.23,7838.04,7838.04,5854.77,1983.27,0,0,0,"Dec-2015",373.24,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,7093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34600,NA,NA,NA,"A"
8560739,10312163,10300,10300,10300,"36 months",14.3,353.54,"C","C1","Agent Administration Manager","10+ years","RENT",76000,"Verified","Nov-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=8560739",NA,"debt_consolidation","PAY OFF DEBT","913xx","CA",10.63,1,"Oct-1991",1,16,NA,5,0,7652,92.2,18,"f",0,0,11886.1185515,11886.12,10300,1586.12,0,0,0,"Feb-2015",6936.8,NA,"Dec-2015",0,47,1,"INDIVIDUAL",NA,NA,NA,0,0,29000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8300,NA,NA,NA,"A"
7337238,8999301,8875,8875,8875,"36 months",12.99,299,"B","B4","Bicycle Coordinator","6 years","RENT",33000,"Source Verified","Oct-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=7337238",NA,"debt_consolidation","Consolidator","787xx","TX",11.96,0,"Sep-1999",0,NA,NA,4,0,6673,60.1,16,"f",0,0,9877.12234454,9877.12,8875,1002.12,0,0,0,"Oct-2014",6589.4,NA,"Oct-2014",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,6673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11100,NA,NA,NA,"A"
887484,1103644,8800,8800,8775,"36 months",6.62,270.2,"A","A2","Good Shepherds Service","7 years","RENT",48000,"Verified","Sep-2011","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=887484",NA,"debt_consolidation","Debt Consolidation Loan","116xx","NY",22.55,0,"May-2000",3,NA,NA,7,0,1007,40.3,29,"f",0,0,9348.57,9322.02,8800,533.76,14.8171773551,0,0,"Jan-2013",97.32,NA,"Jun-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
23493355,25846260,12000,12000,12000,"60 months",15.61,289.34,"D","D1","teaacher","10+ years","MORTGAGE",1e+05,"Source Verified","Aug-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=23493355",NA,"debt_consolidation","Debt consolidation","150xx","PA",10.04,6,"May-1990",0,0,NA,12,0,6123,43.7,29,"w",9483.15,9483.15,4918.78,4918.78,2516.85,2401.93,0,0,0,"Jan-2016",289.34,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,1,0,156162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14000,NA,NA,NA,"A"
41031080,43906881,10850,10850,10850,"60 months",16.99,269.6,"D","D3","Accountant II","10+ years","MORTGAGE",48963.2,"Verified","Feb-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=41031080",NA,"debt_consolidation","Debt consolidation","871xx","NM",17.11,0,"Nov-1996",0,54,71,10,1,3902,27,35,"f",9479.93,9479.93,2945.12,2945.12,1370.07,1575.05,0,0,0,"Jan-2016",269.6,"Feb-2016","Jan-2016",0,67,1,"INDIVIDUAL",NA,NA,NA,0,0,33570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,NA,NA,NA,"A"
60537197,64557995,7000,7000,7000,"36 months",7.26,216.98,"A","A4","Pool manager","5 years","RENT",40000,"Source Verified","Sep-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=60537197",NA,"debt_consolidation","Debt consolidation","908xx","CA",13.11,0,"Dec-2003",0,NA,NA,8,0,7888,40.5,12,"w",6295.12,6295.12,862.27,862.27,704.88,157.39,0,0,0,"Jan-2016",216.98,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,8536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19500,NA,NA,NA,"A"
12816159,14838288,13575,13575,13575,"60 months",21.99,374.85,"E","E4","Customer Service Manager","2 years","RENT",50000,"Source Verified","Apr-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=12816159",NA,"debt_consolidation","Debt consolidation","432xx","OH",25.54,0,"Sep-1995",2,26,NA,19,0,16010,62.8,33,"w",10380.89,10380.89,7871.85,7871.85,3194.11,4677.74,0,0,0,"Jan-2016",374.85,"Feb-2016","Jan-2016",0,26,1,"INDIVIDUAL",NA,NA,NA,0,0,38734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25500,NA,NA,NA,"A"
38446687,41230498,26375,26375,26375,"60 months",16.49,648.28,"D","D3","Contract Specialist","< 1 year","RENT",89685,"Verified","Jan-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=38446687",NA,"debt_consolidation","Debt consolidation","328xx","FL",26.04,0,"Oct-1998",1,50,NA,12,0,42437,84.9,34,"w",23005.53,23005.53,7082.76,7082.76,3369.47,3713.29,0,0,0,"Dec-2015",648.28,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,113823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,NA,NA,NA,"A"
51026618,54426374,21000,21000,21000,"36 months",15.61,734.27,"D","D1","Administrative assistant","10+ years","RENT",74850,"Source Verified","Jun-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=51026618",NA,"debt_consolidation","Debt consolidation","117xx","NY",16.53,0,"Nov-2005",1,58,24,14,2,12350,45.9,21,"f",17643.61,17643.61,5121.68,5121.68,3356.39,1765.29,0,0,0,"Jan-2016",734.27,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,40647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26900,NA,NA,NA,"A"
6374688,7906839,3200,3200,3200,"36 months",18.25,116.09,"D","D2","cypress creek ems","5 years","MORTGAGE",120000,"Not Verified","Aug-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=6374688",NA,"other","money","770xx","TX",15.41,0,"Jul-1989",2,34,NA,20,0,12377,31.3,46,"f",765.56,765.56,3366.25,3366.25,2434.44,931.81,0,0,0,"Jan-2016",116.09,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,2158,47569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39500,NA,NA,NA,"A"
18685270,20857942,10000,10000,10000,"60 months",18.24,255.25,"D","D5","Senior Assistant","10+ years","MORTGAGE",80000,"Source Verified","Jun-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=18685270",NA,"debt_consolidation","Debt consolidation","115xx","NY",11.06,4,"Nov-2004",1,19,NA,7,0,4732,94.6,21,"w",7745.3,7745.3,4849.75,4849.75,2254.7,2595.05,0,0,0,"Jan-2016",255.25,"Feb-2016","Jan-2016",0,19,1,"INDIVIDUAL",NA,NA,NA,0,0,405205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,NA,"A"
296645,296642,13000,13000,10099.9965754,"36 months",14.18,445.45,"E","E1","Caremark","2 years","RENT",36000,"Not Verified","Apr-2008","Does not meet the credit policy. Status:Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=296645","Bill consolidation, downpayment for home, and wedding expenses","debt_consolidation","Personal Loan","782xx","TX",18.93,0,"Sep-2004",5,NA,NA,10,0,17784,52,14,"f",0,0,3572.97,2774.91,2249.92,1278.58,44.4729305273,0,0,"Jan-2009",460.35,"Aug-2009","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
44439325,47487045,3600,3600,3600,"36 months",8.18,113.12,"B","B1","Wire Technician","2 years","RENT",50000,"Not Verified","Apr-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=44439325",NA,"credit_card","Credit card refinancing","330xx","FL",24.38,0,"Jan-2005",0,NA,NA,10,0,4649,49.5,15,"w",2780.7,2780.7,1027.89,1027.89,819.3,208.59,0,0,0,"Jan-2016",113.12,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,772,55420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9400,NA,NA,NA,"A"
4915968,6208125,12000,12000,12000,"60 months",22.7,336.23,"E","E5","Volvo Trucks North America","2 years","MORTGAGE",98722,"Verified","Jul-2013","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4915968","Borrower added on 06/21/13 > Credit card debt consolidation.<br>","credit_card","Credit Card Refinance","273xx","NC",19.96,0,"Nov-1996",2,32,NA,15,0,34322,61.2,40,"f",0,0,8151.31,8151.31,2469.42,3918.39,0,1763.5,317.43,"Feb-2015",336.23,NA,"Jul-2015",0,32,1,"INDIVIDUAL",NA,NA,NA,0,105,97743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56100,NA,NA,NA,"A"
63449566,67792404,6100,6100,6100,"36 months",8.18,191.66,"B","B1","DOCUMENTATION SPECIALIST","4 years","MORTGAGE",40000,"Not Verified","Oct-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=63449566",NA,"debt_consolidation","Debt consolidation","436xx","OH",23.1,0,"Nov-1997",1,53,NA,28,0,21940,26.3,50,"w",5798.82,5798.82,386.09,386.09,301.18,84.91,0,0,0,"Jan-2016",191.66,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,97876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83500,NA,NA,NA,"A"
25256236,27709157,10000,10000,10000,"36 months",6.03,304.36,"A","A1","Physician Assistant","< 1 year","RENT",75000,"Not Verified","Aug-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=25256236",NA,"car","Car financing","371xx","TN",7.92,0,"Sep-1990",1,NA,NA,16,0,740,4.7,19,"f",2553.88,2553.88,7869.76,7869.76,7446.12,423.64,0,0,0,"Jan-2016",304.36,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,95728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15600,NA,NA,NA,"A"
63407874,67750669,12000,12000,12000,"36 months",9.99,387.15,"B","B3","Atractions Mechanic","10+ years","MORTGAGE",58000,"Source Verified","Oct-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=63407874",NA,"debt_consolidation","Debt consolidation","327xx","FL",33.81,0,"Mar-2003",0,28,NA,10,0,6677,80.4,17,"f",11423.11,11423.11,767.64,767.64,576.89,190.75,0,0,0,"Dec-2015",387.15,"Jan-2016","Jan-2016",0,45,1,"INDIVIDUAL",NA,NA,NA,0,0,156679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8300,NA,NA,NA,"A"
36753301,39496031,28000,28000,28000,"60 months",11.99,622.71,"B","B5","Sergeant","4 years","MORTGAGE",104000,"Source Verified","Dec-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=36753301",NA,"debt_consolidation","Debt consolidation","038xx","NH",29.11,1,"Jan-1981",0,11,NA,17,0,46325,64.3,29,"w",23650.82,23650.82,7453.87,7453.87,4349.18,3104.69,0,0,0,"Dec-2015",622.71,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,318764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72100,NA,NA,NA,"A"
